Event	Block	Trial	Stimulus	Position	Font	Time
GrandStart					---	1634417673.1568	
BlockStart	1	0	0		-	1634417677.4686	
Fix	1	0	0		+	1634417677.501
StimVisualOn	1	1	A	center	LiberationMono-Regular.ttf	1634417677.5635
StimVisualOff	1	1				1634417677.6677
StimVisualOn	1	2	K	center	LiberationMono-Regular.ttf	1634417677.7927
StimVisualOff	1	2				1634417677.9177
StimVisualOn	1	3	Y	center	LiberationMono-Regular.ttf	1634417678.0635
StimVisualOff	1	3				1634417678.1886
StimVisualOn	1	4	G	center	AlexBrush-Regular.ttf	1634417678.3344
StimVisualOff	1	4				1634417678.4594
StimVisualOn	1	5	m	center	AlexBrush-Regular.ttf	1634417678.6052
StimVisualOff	1	5				1634417678.7302
StimVisualOn	1	6	R	center	AlexBrush-Regular.ttf	1634417678.8552
StimVisualOff	1	6				1634417678.9802
StimVisualOn	1	7	g	center	AlexBrush-Regular.ttf	1634417679.1261
StimVisualOff	1	7				1634417679.2511
StimVisualOn	1	8	g	center	AlexBrush-Regular.ttf	1634417679.3761
StimVisualOff	1	8				1634417679.5011
StimVisualOn	1	9	l	center	AlexBrush-Regular.ttf	1634417679.6261
StimVisualOff	1	9				1634417679.7511
StimVisualOn	1	10	K	center	AlexBrush-Regular.ttf	1634417679.8761
StimVisualOff	1	10				1634417680.0011
StimVisualOn	1	11	E	center	LiberationMono-Regular.ttf	1634417680.1261
StimVisualOff	1	11				1634417680.2511
StimVisualOn	1	12	x	center	LiberationMono-Regular.ttf	1634417680.3969
StimVisualOff	1	12				1634417680.5011
StimVisualOn	1	13	C	center	AlexBrush-Regular.ttf	1634417680.6469
StimVisualOff	1	13				1634417680.7511
