Event	Block	Trial	Stimulus	Position	Font	Time
GrandStart					---	1634419133.4684	
BlockStart	1	0	0		-	1634419134.6338	
Fix	1	0	0		+	1634419134.6714
StimVisualOn	1	1	A	center	LiberationMono-Regular.ttf	1634419134.7339
StimVisualOff	1	1				1634419134.8589
StimVisualOn	1	2	K	center	LiberationMono-Regular.ttf	1634419135.0047
StimVisualOff	1	2				1634419135.1297
StimVisualOn	1	3	Y	center	LiberationMono-Regular.ttf	1634419135.2548
StimVisualOff	1	3				1634419135.3798
StimVisualOn	1	4	G	center	AlexBrush-Regular.ttf	1634419135.5256
StimVisualOff	1	4				1634419135.6298
StimVisualOn	1	5	m	center	AlexBrush-Regular.ttf	1634419135.7548
StimVisualOff	1	5				1634419135.8589
StimVisualOn	1	6	R	center	AlexBrush-Regular.ttf	1634419135.9839
StimVisualOff	1	6				1634419136.1089
StimVisualOn	1	7	g	center	AlexBrush-Regular.ttf	1634419136.2548
StimVisualOff	1	7				1634419136.3589
StimVisualOn	1	8	g	center	AlexBrush-Regular.ttf	1634419136.4839
StimVisualOff	1	8				1634419136.5881
StimVisualOn	1	9	l	center	AlexBrush-Regular.ttf	1634419136.7131
StimVisualOff	1	9				1634419136.8381
StimVisualOn	1	10	K	center	AlexBrush-Regular.ttf	1634419136.9839
StimVisualOff	1	10				1634419137.109
StimVisualOn	1	11	E	center	LiberationMono-Regular.ttf	1634419137.234
StimVisualOff	1	11				1634419137.359
StimVisualOn	1	12	x	center	LiberationMono-Regular.ttf	1634419137.5048
StimVisualOff	1	12				1634419137.6298
