Event	Block	Trial	Stimulus	Position	Font	Time
GrandStart					---	1634424138.8924	
BlockStart	1	0	0		-	1634424140.9059	
Fix	1	0	0		+	1634424140.9455
StimVisualOn	1	1	A	center	LiberationMono-Regular.ttf	1634424142.5081
StimVisualOff	1	1				1634424142.6747
StimVisualOn	1	2	K	center	LiberationMono-Regular.ttf	1634424142.8622
StimVisualOff	1	2				1634424143.0289
StimVisualOn	1	3	Y	center	LiberationMono-Regular.ttf	1634424143.2164
StimVisualOff	1	3				1634424143.3831
StimVisualOn	1	4	G	center	AlexBrush-Regular.ttf	1634424143.5706
StimVisualOff	1	4				1634424143.7372
StimVisualOn	1	5	m	center	AlexBrush-Regular.ttf	1634424143.9247
StimVisualOff	1	5				1634424144.0914
StimVisualOn	1	6	R	center	AlexBrush-Regular.ttf	1634424144.2789
StimVisualOff	1	6				1634424144.4456
StimVisualOn	1	7	g	center	AlexBrush-Regular.ttf	1634424144.6331
StimVisualOff	1	7				1634424144.7998
StimVisualOn	1	8	g	center	AlexBrush-Regular.ttf	1634424144.9873
StimVisualOff	1	8				1634424145.1539
StimVisualOn	1	9	l	center	AlexBrush-Regular.ttf	1634424145.3414
StimVisualOff	1	9				1634424145.5081
StimVisualOn	1	10	K	center	AlexBrush-Regular.ttf	1634424145.6956
StimVisualOff	1	10				1634424145.8623
StimVisualOn	1	11	E	center	LiberationMono-Regular.ttf	1634424146.0498
StimVisualOff	1	11				1634424146.2165
StimVisualOn	1	12	x	center	LiberationMono-Regular.ttf	1634424146.404
StimVisualOff	1	12				1634424146.5706
StimVisualOn	1	13	C	center	AlexBrush-Regular.ttf	1634424146.7581
StimVisualOff	1	13				1634424146.9248
StimVisualOn	1	14	h	center	LiberationMono-Regular.ttf	1634424147.1123
StimVisualOff	1	14				1634424147.279
StimVisualOn	1	15	A	center	LiberationMono-Regular.ttf	1634424147.4665
StimVisualOff	1	15				1634424147.6331
StimVisualOn	1	16	J	center	LiberationMono-Regular.ttf	1634424147.8206
StimVisualOff	1	16				1634424147.9873
StimVisualOn	1	17	B	center	LiberationMono-Regular.ttf	1634424148.1748
StimVisualOff	1	17				1634424148.3415
StimVisualOn	1	18	p	center	AlexBrush-Regular.ttf	1634424148.529
StimVisualOff	1	18				1634424148.6957
StimVisualOn	1	19	h	center	AlexBrush-Regular.ttf	1634424148.8832
StimVisualOff	1	19				1634424149.0498
StimVisualOn	1	20	M	center	LiberationMono-Regular.ttf	1634424149.2373
StimVisualOff	1	20				1634424149.404
StimVisualOn	1	21	e	center	LiberationMono-Regular.ttf	1634424149.5915
StimVisualOff	1	21				1634424149.7582
StimVisualOn	1	22	c	center	LiberationMono-Regular.ttf	1634424149.9457
StimVisualOff	1	22				1634424150.1124
StimVisualOn	1	23	F	center	AlexBrush-Regular.ttf	1634424150.2999
StimVisualOff	1	23				1634424150.4665
StimVisualOn	1	24	x	center	LiberationMono-Regular.ttf	1634424150.654
StimVisualOff	1	24				1634424150.8207
StimVisualOn	1	25	e	center	AlexBrush-Regular.ttf	1634424151.0082
StimVisualOff	1	25				1634424151.1749
StimVisualOn	1	26	O	center	AlexBrush-Regular.ttf	1634424151.3624
StimVisualOff	1	26				1634424151.529
StimVisualOn	1	27	T	center	LiberationMono-Regular.ttf	1634424151.7165
StimVisualOff	1	27				1634424151.8832
StimVisualOn	1	28	P	center	LiberationMono-Regular.ttf	1634424152.0707
StimVisualOff	1	28				1634424152.2374
StimVisualOn	1	29	D	center	LiberationMono-Regular.ttf	1634424152.4249
StimVisualOff	1	29				1634424152.5916
StimVisualOn	1	30	u	center	AlexBrush-Regular.ttf	1634424152.7791
StimVisualOff	1	30				1634424152.9457
StimVisualOn	1	31	C	center	LiberationMono-Regular.ttf	1634424153.1332
StimVisualOff	1	31				1634424153.2999
StimVisualOn	1	32	E	center	LiberationMono-Regular.ttf	1634424153.4874
StimVisualOff	1	32				1634424153.6541
StimVisualOn	1	33	P	center	LiberationMono-Regular.ttf	1634424153.8416
