Event	Block	Trial	Stimulus	Position	Font	Time
GrandStart					---	1634486413.3896	
BlockStart	1	0	0		-	1634486414.9201	
Fix	1	0	0		+	1634486414.9681
KeyPress	1	1				1634486414.9169	
StimVisualOn	1	1	A	center	LiberationMono-Regular.ttf	1634486416.5306
StimVisualOff	1	1				1634486416.6973
StimVisualOn	1	2	K	center	LiberationMono-Regular.ttf	1634486416.8848
StimVisualOff	1	2				1634486417.0515
StimVisualOn	1	3	Y	center	LiberationMono-Regular.ttf	1634486417.239
StimVisualOff	1	3				1634486417.4056
StimVisualOn	1	4	G	center	AlexBrush-Regular.ttf	1634486417.5931
StimVisualOff	1	4				1634486417.7598
StimVisualOn	1	5	m	center	AlexBrush-Regular.ttf	1634486417.9473
StimVisualOff	1	5				1634486418.114
StimVisualOn	1	6	R	center	AlexBrush-Regular.ttf	1634486418.3015
StimVisualOff	1	6				1634486418.4682
StimVisualOn	1	7	g	center	AlexBrush-Regular.ttf	1634486418.6557
StimVisualOff	1	7				1634486418.8223
StimVisualOn	1	8	g	center	AlexBrush-Regular.ttf	1634486419.0098
StimVisualOff	1	8				1634486419.1765
StimVisualOn	1	9	l	center	AlexBrush-Regular.ttf	1634486419.364
StimVisualOff	1	9				1634486419.5307
StimVisualOn	1	10	K	center	AlexBrush-Regular.ttf	1634486419.7182
StimVisualOff	1	10				1634486419.8848
StimVisualOn	1	11	E	center	LiberationMono-Regular.ttf	1634486420.0723
StimVisualOff	1	11				1634486420.239
StimVisualOn	1	12	x	center	LiberationMono-Regular.ttf	1634486420.4265
StimVisualOff	1	12				1634486420.5932
StimVisualOn	1	13	C	center	AlexBrush-Regular.ttf	1634486420.7807
StimVisualOff	1	13				1634486420.9474
StimVisualOn	1	14	h	center	LiberationMono-Regular.ttf	1634486421.1349
StimVisualOff	1	14				1634486421.3015
StimVisualOn	1	15	A	center	LiberationMono-Regular.ttf	1634486421.489
StimVisualOff	1	15				1634486421.6557
StimVisualOn	1	16	J	center	LiberationMono-Regular.ttf	1634486421.8432
StimVisualOff	1	16				1634486422.0099
StimVisualOn	1	17	B	center	LiberationMono-Regular.ttf	1634486422.1974
StimVisualOff	1	17				1634486422.364
StimVisualOn	1	18	p	center	AlexBrush-Regular.ttf	1634486422.5516
StimVisualOff	1	18				1634486422.7182
StimVisualOn	1	19	h	center	AlexBrush-Regular.ttf	1634486422.9057
StimVisualOff	1	19				1634486423.0724
StimVisualOn	1	20	M	center	LiberationMono-Regular.ttf	1634486423.2599
StimVisualOff	1	20				1634486423.4266
