Event	Block	Trial	Stimulus	Position	Font	Time
GrandStart					---	1634431893.5743	
BlockStart	1	0	0		-	1634431895.3467	
Fix	1	0	0		+	1634431895.3894
KeyPress	1	1				1634431895.3435	
StimVisualOn	1	1	A	center	LiberationMono-Regular.ttf	1634431896.9311
StimVisualOff	1	1				1634431897.0978
StimVisualOn	1	2	K	center	LiberationMono-Regular.ttf	1634431897.2853
StimVisualOff	1	2				1634431897.452
StimVisualOn	1	3	Y	center	LiberationMono-Regular.ttf	1634431897.6395
StimVisualOff	1	3				1634431897.8061
StimVisualOn	1	4	G	center	AlexBrush-Regular.ttf	1634431897.9936
StimVisualOff	1	4				1634431898.1603
StimVisualOn	1	5	m	center	AlexBrush-Regular.ttf	1634431898.3478
StimVisualOff	1	5				1634431898.5353
StimVisualOn	1	6	R	center	AlexBrush-Regular.ttf	1634431898.7228
StimVisualOff	1	6				1634431898.8895
StimVisualOn	1	7	g	center	AlexBrush-Regular.ttf	1634431899.077
StimVisualOff	1	7				1634431899.2436
StimVisualOn	1	8	g	center	AlexBrush-Regular.ttf	1634431899.4312
StimVisualOff	1	8				1634431899.5978
StimVisualOn	1	9	l	center	AlexBrush-Regular.ttf	1634431899.7853
StimVisualOff	1	9				1634431899.952
StimVisualOn	1	10	K	center	AlexBrush-Regular.ttf	1634431900.1395
StimVisualOff	1	10				1634431900.3062
StimVisualOn	1	11	E	center	LiberationMono-Regular.ttf	1634431900.4937
StimVisualOff	1	11				1634431900.6603
StimVisualOn	1	12	x	center	LiberationMono-Regular.ttf	1634431900.8478
StimVisualOff	1	12				1634431901.0145
StimVisualOn	1	13	C	center	AlexBrush-Regular.ttf	1634431901.202
StimVisualOff	1	13				1634431901.3687
StimVisualOn	1	14	h	center	LiberationMono-Regular.ttf	1634431901.5562
StimVisualOff	1	14				1634431901.7229
StimVisualOn	1	15	A	center	LiberationMono-Regular.ttf	1634431901.9312
StimVisualOff	1	15				1634431902.0979
StimVisualOn	1	16	J	center	LiberationMono-Regular.ttf	1634431902.2854
StimVisualOff	1	16				1634431902.452
StimVisualOn	1	17	B	center	LiberationMono-Regular.ttf	1634431902.6395
StimVisualOff	1	17				1634431902.8062
StimVisualOn	1	18	p	center	AlexBrush-Regular.ttf	1634431902.9937
StimVisualOff	1	18				1634431903.1604
StimVisualOn	1	19	h	center	AlexBrush-Regular.ttf	1634431903.3479
StimVisualOff	1	19				1634431903.5146
StimVisualOn	1	20	M	center	LiberationMono-Regular.ttf	1634431903.7021
StimVisualOff	1	20				1634431903.8687
StimVisualOn	1	21	e	center	LiberationMono-Regular.ttf	1634431904.0562
StimVisualOff	1	21				1634431904.2229
StimVisualOn	1	22	c	center	LiberationMono-Regular.ttf	1634431904.4104
StimVisualOff	1	22				1634431904.5771
