Event	Block	Trial	Stimulus	Position	Font	Time
GrandStart					---	1634419767.1224	
BlockStart	1	0	0		-	1634419768.7045	
Fix	1	0	0		+	1634419768.7446
StimVisualOn	1	1	A	center	LiberationMono-Regular.ttf	1634419768.7863
StimVisualOff	1	1				1634419768.8905
StimVisualOn	1	2	K	center	LiberationMono-Regular.ttf	1634419769.0155
StimVisualOff	1	2				1634419769.1196
StimVisualOn	1	3	Y	center	LiberationMono-Regular.ttf	1634419769.2655
StimVisualOff	1	3				1634419769.3905
StimVisualOn	1	4	G	center	AlexBrush-Regular.ttf	1634419769.5363
StimVisualOff	1	4				1634419769.6613
StimVisualOn	1	5	m	center	AlexBrush-Regular.ttf	1634419769.8071
StimVisualOff	1	5				1634419769.9321
StimVisualOn	1	6	R	center	AlexBrush-Regular.ttf	1634419770.078
StimVisualOff	1	6				1634419770.1821
StimVisualOn	1	7	g	center	AlexBrush-Regular.ttf	1634419770.3071
StimVisualOff	1	7				1634419770.4113
StimVisualOn	1	8	g	center	AlexBrush-Regular.ttf	1634419770.5363
StimVisualOff	1	8				1634419770.6613
StimVisualOn	1	9	l	center	AlexBrush-Regular.ttf	1634419770.7863
StimVisualOff	1	9				1634419770.9113
StimVisualOn	1	10	K	center	AlexBrush-Regular.ttf	1634419771.0572
StimVisualOff	1	10				1634419771.1822
StimVisualOn	1	11	E	center	LiberationMono-Regular.ttf	1634419771.328
StimVisualOff	1	11				1634419771.453
StimVisualOn	1	12	x	center	LiberationMono-Regular.ttf	1634419771.5988
StimVisualOff	1	12				1634419771.703
StimVisualOn	1	13	C	center	AlexBrush-Regular.ttf	1634419771.828
StimVisualOff	1	13				1634419771.9322
StimVisualOn	1	14	h	center	LiberationMono-Regular.ttf	1634419772.078
StimVisualOff	1	14				1634419772.203
StimVisualOn	1	15	A	center	LiberationMono-Regular.ttf	1634419772.3488
StimVisualOff	1	15				1634419772.4739
StimVisualOn	1	16	J	center	LiberationMono-Regular.ttf	1634419772.6197
StimVisualOff	1	16				1634419772.7447
StimVisualOn	1	17	B	center	LiberationMono-Regular.ttf	1634419772.8905
StimVisualOff	1	17				1634419772.9947
StimVisualOn	1	18	p	center	AlexBrush-Regular.ttf	1634419773.1197
StimVisualOff	1	18				1634419773.2447
