Event	Block	Trial	Stimulus	Position	Font	Time
GrandStart					---	1634422315.6885	
BlockStart	1	0	0		-	1634422317.1085	
Fix	1	0	0		+	1634422317.1629
StimVisualOn	1	1	A	center	LiberationMono-Regular.ttf	1634422318.7255
StimVisualOff	1	1				1634422318.8713
StimVisualOn	1	2	K	center	LiberationMono-Regular.ttf	1634422319.038
StimVisualOff	1	2				1634422319.1838
StimVisualOn	1	3	Y	center	LiberationMono-Regular.ttf	1634422319.3505
StimVisualOff	1	3				1634422319.4963
StimVisualOn	1	4	G	center	AlexBrush-Regular.ttf	1634422319.663
StimVisualOff	1	4				1634422319.8088
StimVisualOn	1	5	m	center	AlexBrush-Regular.ttf	1634422319.9755
StimVisualOff	1	5				1634422320.1213
StimVisualOn	1	6	R	center	AlexBrush-Regular.ttf	1634422320.288
StimVisualOff	1	6				1634422320.4338
StimVisualOn	1	7	g	center	AlexBrush-Regular.ttf	1634422320.6005
StimVisualOff	1	7				1634422320.7463
StimVisualOn	1	8	g	center	AlexBrush-Regular.ttf	1634422320.913
StimVisualOff	1	8				1634422321.0588
StimVisualOn	1	9	l	center	AlexBrush-Regular.ttf	1634422321.2047
StimVisualOff	1	9				1634422321.3505
StimVisualOn	1	10	K	center	AlexBrush-Regular.ttf	1634422321.5172
StimVisualOff	1	10				1634422321.663
StimVisualOn	1	11	E	center	LiberationMono-Regular.ttf	1634422321.8297
StimVisualOff	1	11				1634422321.9755
StimVisualOn	1	12	x	center	LiberationMono-Regular.ttf	1634422322.1422
StimVisualOff	1	12				1634422322.288
StimVisualOn	1	13	C	center	AlexBrush-Regular.ttf	1634422322.4547
StimVisualOff	1	13				1634422322.6005
StimVisualOn	1	14	h	center	LiberationMono-Regular.ttf	1634422322.7672
StimVisualOff	1	14				1634422322.913
StimVisualOn	1	15	A	center	LiberationMono-Regular.ttf	1634422323.0797
StimVisualOff	1	15				1634422323.2255
StimVisualOn	1	16	J	center	LiberationMono-Regular.ttf	1634422323.3714
StimVisualOff	1	16				1634422323.5172
StimVisualOn	1	17	B	center	LiberationMono-Regular.ttf	1634422323.6839
StimVisualOff	1	17				1634422323.8297
StimVisualOn	1	18	p	center	AlexBrush-Regular.ttf	1634422323.9964
StimVisualOff	1	18				1634422324.1422
StimVisualOn	1	19	h	center	AlexBrush-Regular.ttf	1634422324.3089
StimVisualOff	1	19				1634422324.4547
StimVisualOn	1	20	M	center	LiberationMono-Regular.ttf	1634422324.6214
StimVisualOff	1	20				1634422324.7672
StimVisualOn	1	21	e	center	LiberationMono-Regular.ttf	1634422324.9339
StimVisualOff	1	21				1634422325.0797
StimVisualOn	1	22	c	center	LiberationMono-Regular.ttf	1634422325.2464
StimVisualOff	1	22				1634422325.3922
StimVisualOn	1	23	F	center	AlexBrush-Regular.ttf	1634422325.5589
StimVisualOff	1	23				1634422325.7048
StimVisualOn	1	24	k	center	LiberationMono-Regular.ttf	1634422325.8506
StimVisualOff	1	24				1634422325.9964
StimVisualOn	1	25	e	center	AlexBrush-Regular.ttf	1634422326.1631
StimVisualOff	1	25				1634422326.3089
StimVisualOn	1	26	O	center	AlexBrush-Regular.ttf	1634422326.4756
StimVisualOff	1	26				1634422326.6214
StimVisualOn	1	27	T	center	LiberationMono-Regular.ttf	1634422326.7881
StimVisualOff	1	27				1634422326.9339
StimVisualOn	1	28	P	center	LiberationMono-Regular.ttf	1634422327.1006
StimVisualOff	1	28				1634422327.2465
StimVisualOn	1	29	3	center	LiberationMono-Regular.ttf	1634422327.4131
StimVisualOff	1	29				1634422327.559
StimVisualOn	1	30	D	center	LiberationMono-Regular.ttf	1634422327.7256
StimVisualOff	1	30				1634422327.8715
StimVisualOn	1	31	u	center	AlexBrush-Regular.ttf	1634422328.0381
StimVisualOff	1	31				1634422328.184
StimVisualOn	1	32	C	center	LiberationMono-Regular.ttf	1634422328.3506
StimVisualOff	1	32				1634422328.4965
StimVisualOn	1	33	E	center	LiberationMono-Regular.ttf	1634422328.6423
StimVisualOff	1	33				1634422328.7882
StimVisualOn	1	34	P	center	LiberationMono-Regular.ttf	1634422328.9548
StimVisualOff	1	34				1634422329.1007
StimVisualOn	1	35	O	center	AlexBrush-Regular.ttf	1634422329.2465
StimVisualOff	1	35				1634422329.3923
StimVisualOn	1	36	W	center	LiberationMono-Regular.ttf	1634422329.559
StimVisualOff	1	36				1634422329.7048
StimVisualOn	1	37	b	center	AlexBrush-Regular.ttf	1634422329.8715
StimVisualOff	1	37				1634422330.0173
StimVisualOn	1	38	j	center	AlexBrush-Regular.ttf	1634422330.184
StimVisualOff	1	38				1634422330.3298
StimVisualOn	1	39	f	center	AlexBrush-Regular.ttf	1634422330.4965
StimVisualOff	1	39				1634422330.6423
StimVisualOn	1	40	G	center	AlexBrush-Regular.ttf	1634422330.809
StimVisualOff	1	40				1634422330.9549
StimVisualOn	1	41	k	center	LiberationMono-Regular.ttf	1634422331.1215
StimVisualOff	1	41				1634422331.2674
StimVisualOn	1	42	q	center	LiberationMono-Regular.ttf	1634422331.4132
StimVisualOff	1	42				1634422331.559
StimVisualOn	1	43	N	center	AlexBrush-Regular.ttf	1634422331.7257
StimVisualOff	1	43				1634422331.8715
StimVisualOn	1	44	J	center	LiberationMono-Regular.ttf	1634422332.0382
StimVisualOff	1	44				1634422332.1841
StimVisualOn	1	45	t	center	LiberationMono-Regular.ttf	1634422332.3507
StimVisualOff	1	45				1634422332.4966
StimVisualOn	1	46	y	center	LiberationMono-Regular.ttf	1634422332.6632
StimVisualOff	1	46				1634422332.8091
StimVisualOn	1	47	J	center	LiberationMono-Regular.ttf	1634422332.9757
StimVisualOff	1	47				1634422333.1216
StimVisualOn	1	48	B	center	AlexBrush-Regular.ttf	1634422333.2674
StimVisualOff	1	48				1634422333.4132
StimVisualOn	1	49	V	center	AlexBrush-Regular.ttf	1634422333.5799
StimVisualOff	1	49				1634422333.7257
StimVisualOn	1	50	C	center	LiberationMono-Regular.ttf	1634422333.8924
StimVisualOff	1	50				1634422334.0383
StimVisualOn	1	51	S	center	LiberationMono-Regular.ttf	1634422334.2049
StimVisualOff	1	51				1634422334.3508
StimVisualOn	1	52	T	center	AlexBrush-Regular.ttf	1634422334.5174
StimVisualOff	1	52				1634422334.6633
StimVisualOn	1	53	B	center	AlexBrush-Regular.ttf	1634422334.8299
StimVisualOff	1	53				1634422334.9758
StimVisualOn	1	54	V	center	AlexBrush-Regular.ttf	1634422335.1424
StimVisualOff	1	54				1634422335.2883
StimVisualOn	1	55	P	center	LiberationMono-Regular.ttf	1634422335.4549
StimVisualOff	1	55				1634422335.6008
StimVisualOn	1	56	6	center	LiberationMono-Regular.ttf	1634422335.7466
StimVisualOff	1	56				1634422335.8925
StimVisualOn	1	57	L	center	LiberationMono-Regular.ttf	1634422336.0591
StimVisualOff	1	57				1634422336.205
StimVisualOn	1	58	b	center	AlexBrush-Regular.ttf	1634422336.3716
StimVisualOff	1	58				1634422336.5175
StimVisualOn	1	59	w	center	AlexBrush-Regular.ttf	1634422336.6841
StimVisualOff	1	59				1634422336.83
StimVisualOn	1	60	U	center	LiberationMono-Regular.ttf	1634422336.9966
StimVisualOff	1	60				1634422337.1425
StimVisualOn	1	61	y	center	LiberationMono-Regular.ttf	1634422337.3091
StimVisualOff	1	61				1634422337.455
StimVisualOn	1	62	G	center	LiberationMono-Regular.ttf	1634422337.6217
StimVisualOff	1	62				1634422337.7675
StimVisualOn	1	63	v	center	LiberationMono-Regular.ttf	1634422337.9342
StimVisualOff	1	63				1634422338.08
StimVisualOn	1	64	b	center	AlexBrush-Regular.ttf	1634422338.2467
StimVisualOff	1	64				1634422338.3925
StimVisualOn	1	65	B	center	LiberationMono-Regular.ttf	1634422338.5592
StimVisualOff	1	65				1634422338.705
StimVisualOn	1	66	H	center	LiberationMono-Regular.ttf	1634422338.8717
StimVisualOff	1	66				1634422339.0175
StimVisualOn	1	67	i	center	LiberationMono-Regular.ttf	1634422339.1842
StimVisualOff	1	67				1634422339.33
StimVisualOn	1	68	C	center	AlexBrush-Regular.ttf	1634422339.4967
StimVisualOff	1	68				1634422339.6425
StimVisualOn	1	69	p	center	LiberationMono-Regular.ttf	1634422339.8092
StimVisualOff	1	69				1634422339.955
StimVisualOn	1	70	l	center	LiberationMono-Regular.ttf	1634422340.1217
StimVisualOff	1	70				1634422340.2675
StimVisualOn	1	71	k	center	AlexBrush-Regular.ttf	1634422340.4134
StimVisualOff	1	71				1634422340.5592
StimVisualOn	1	72	Y	center	LiberationMono-Regular.ttf	1634422340.7259
StimVisualOff	1	72				1634422340.8717
StimVisualOn	1	73	a	center	AlexBrush-Regular.ttf	1634422341.0176
StimVisualOff	1	73				1634422341.1634
StimVisualOn	1	74	T	center	AlexBrush-Regular.ttf	1634422341.3301
StimVisualOff	1	74				1634422341.4759
StimVisualOn	1	75	c	center	AlexBrush-Regular.ttf	1634422341.6426
StimVisualOff	1	75				1634422341.7884
StimVisualOn	1	76	W	center	LiberationMono-Regular.ttf	1634422341.9551
StimVisualOff	1	76				1634422342.1009
StimVisualOn	1	77	l	center	LiberationMono-Regular.ttf	1634422342.2676
