Event	Block	Trial	Stimulus	Position	Font	Time
GrandStart					---	1634427851.243	
BlockStart	1	0	0		-	1634427853.569	
Fix	1	0	0		+	1634427853.613
StimVisualOn	1	1	A	center	LiberationMono-Regular.ttf	1634427855.1755
StimVisualOff	1	1				1634427855.3421
StimVisualOn	1	2	K	center	LiberationMono-Regular.ttf	1634427855.5296
StimVisualOff	1	2				1634427855.6963
StimVisualOn	1	3	Y	center	LiberationMono-Regular.ttf	1634427855.8838
StimVisualOff	1	3				1634427856.0505
StimVisualOn	1	4	G	center	AlexBrush-Regular.ttf	1634427856.238
StimVisualOff	1	4				1634427856.4047
StimVisualOn	1	5	m	center	AlexBrush-Regular.ttf	1634427856.5922
StimVisualOff	1	5				1634427856.7588
StimVisualOn	1	6	R	center	AlexBrush-Regular.ttf	1634427856.9463
StimVisualOff	1	6				1634427857.113
StimVisualOn	1	7	g	center	AlexBrush-Regular.ttf	1634427857.3005
StimVisualOff	1	7				1634427857.4672
StimVisualOn	1	8	g	center	AlexBrush-Regular.ttf	1634427857.6547
StimVisualOff	1	8				1634427857.8214
StimVisualOn	1	9	l	center	AlexBrush-Regular.ttf	1634427858.0089
StimVisualOff	1	9				1634427858.1755
StimVisualOn	1	10	K	center	AlexBrush-Regular.ttf	1634427858.363
StimVisualOff	1	10				1634427858.5297
StimVisualOn	1	11	E	center	LiberationMono-Regular.ttf	1634427858.7172
StimVisualOff	1	11				1634427858.8839
StimVisualOn	1	12	x	center	LiberationMono-Regular.ttf	1634427859.0714
StimVisualOff	1	12				1634427859.238
StimVisualOn	1	13	C	center	AlexBrush-Regular.ttf	1634427859.4255
StimVisualOff	1	13				1634427859.5922
StimVisualOn	1	14	h	center	LiberationMono-Regular.ttf	1634427859.7797
StimVisualOff	1	14				1634427859.9464
StimVisualOn	1	15	A	center	LiberationMono-Regular.ttf	1634427860.1339
StimVisualOff	1	15				1634427860.3006
StimVisualOn	1	16	J	center	LiberationMono-Regular.ttf	1634427860.4881
StimVisualOff	1	16				1634427860.6547
StimVisualOn	1	17	B	center	LiberationMono-Regular.ttf	1634427860.8422
StimVisualOff	1	17				1634427861.0089
StimVisualOn	1	18	p	center	AlexBrush-Regular.ttf	1634427861.1964
StimVisualOff	1	18				1634427861.3631
StimVisualOn	1	19	h	center	AlexBrush-Regular.ttf	1634427861.5506
StimVisualOff	1	19				1634427861.7173
StimVisualOn	1	20	M	center	LiberationMono-Regular.ttf	1634427861.9048
StimVisualOff	1	20				1634427862.0714
StimVisualOn	1	21	e	center	LiberationMono-Regular.ttf	1634427862.2589
StimVisualOff	1	21				1634427862.4256
StimVisualOn	1	22	c	center	LiberationMono-Regular.ttf	1634427862.6131
StimVisualOff	1	22				1634427862.7798
StimVisualOn	1	23	F	center	AlexBrush-Regular.ttf	1634427862.9673
StimVisualOff	1	23				1634427863.1339
