Event	Block	Trial	Stimulus	Position	Font	Time
GrandStart					---	1634430104.882	
BlockStart	1	0	0		-	1634430108.509	
Fix	1	0	0		+	1634430108.5462
StimVisualOn	1	1	A	center	LiberationMono-Regular.ttf	1634430110.1087
StimVisualOff	1	1				1634430110.2754
StimVisualOn	1	2	K	center	LiberationMono-Regular.ttf	1634430110.4629
StimVisualOff	1	2				1634430110.6295
StimVisualOn	1	3	Y	center	LiberationMono-Regular.ttf	1634430110.817
StimVisualOff	1	3				1634430110.9837
StimVisualOn	1	4	G	center	AlexBrush-Regular.ttf	1634430111.1712
StimVisualOff	1	4				1634430111.3379
StimVisualOn	1	5	m	center	AlexBrush-Regular.ttf	1634430111.5254
StimVisualOff	1	5				1634430111.6921
StimVisualOn	1	6	R	center	AlexBrush-Regular.ttf	1634430111.9004
StimVisualOff	1	6				1634430112.0671
StimVisualOn	1	7	g	center	AlexBrush-Regular.ttf	1634430112.2546
StimVisualOff	1	7				1634430112.4212
StimVisualOn	1	8	g	center	AlexBrush-Regular.ttf	1634430112.6087
StimVisualOff	1	8				1634430112.7754
StimVisualOn	1	9	l	center	AlexBrush-Regular.ttf	1634430112.9629
StimVisualOff	1	9				1634430113.1296
StimVisualOn	1	10	K	center	AlexBrush-Regular.ttf	1634430113.3171
StimVisualOff	1	10				1634430113.4838
StimVisualOn	1	11	E	center	LiberationMono-Regular.ttf	1634430113.6713
StimVisualOff	1	11				1634430113.8379
StimVisualOn	1	12	x	center	LiberationMono-Regular.ttf	1634430114.0254
StimVisualOff	1	12				1634430114.1921
StimVisualOn	1	13	C	center	AlexBrush-Regular.ttf	1634430114.3796
StimVisualOff	1	13				1634430114.5463
StimVisualOn	1	14	h	center	LiberationMono-Regular.ttf	1634430114.7338
StimVisualOff	1	14				1634430114.9004
StimVisualOn	1	15	A	center	LiberationMono-Regular.ttf	1634430115.0879
StimVisualOff	1	15				1634430115.2546
StimVisualOn	1	16	J	center	LiberationMono-Regular.ttf	1634430115.4421
StimVisualOff	1	16				1634430115.6088
StimVisualOn	1	17	B	center	LiberationMono-Regular.ttf	1634430115.7963
StimVisualOff	1	17				1634430115.963
StimVisualOn	1	18	p	center	AlexBrush-Regular.ttf	1634430116.1505
StimVisualOff	1	18				1634430116.3171
StimVisualOn	1	19	h	center	AlexBrush-Regular.ttf	1634430116.5046
StimVisualOff	1	19				1634430116.6921
StimVisualOn	1	20	M	center	LiberationMono-Regular.ttf	1634430116.8796
StimVisualOff	1	20				1634430117.0463
StimVisualOn	1	21	e	center	LiberationMono-Regular.ttf	1634430117.2338
StimVisualOff	1	21				1634430117.4005
StimVisualOn	1	22	c	center	LiberationMono-Regular.ttf	1634430117.588
StimVisualOff	1	22				1634430117.7547
StimVisualOn	1	23	F	center	AlexBrush-Regular.ttf	1634430117.9422
StimVisualOff	1	23				1634430118.1088
StimVisualOn	1	24	k	center	LiberationMono-Regular.ttf	1634430118.2963
StimVisualOff	1	24				1634430118.463
StimVisualOn	1	25	2	center	LiberationMono-Regular.ttf	1634430118.6505
StimVisualOff	1	25				1634430118.8172
StimVisualOn	1	26	p	center	AlexBrush-Regular.ttf	1634430119.0047
StimVisualOff	1	26				1634430119.1922
StimVisualOn	1	27	L	center	AlexBrush-Regular.ttf	1634430119.3797
StimVisualOff	1	27				1634430119.5464
StimVisualOn	1	28	e	center	LiberationMono-Regular.ttf	1634430119.7339
StimVisualOff	1	28				1634430119.9005
StimVisualOn	1	29	x	center	LiberationMono-Regular.ttf	1634430120.088
StimVisualOff	1	29				1634430120.2547
StimVisualOn	1	30	e	center	AlexBrush-Regular.ttf	1634430120.463
StimVisualOff	1	30				1634430120.6297
StimVisualOn	1	31	O	center	AlexBrush-Regular.ttf	1634430120.8172
StimVisualOff	1	31				1634430120.9839
StimVisualOn	1	32	T	center	LiberationMono-Regular.ttf	1634430121.1922
StimVisualOff	1	32				1634430121.3589
StimVisualOn	1	33	P	center	LiberationMono-Regular.ttf	1634430121.5464
StimVisualOff	1	33				1634430121.7131
StimVisualOn	1	34	D	center	LiberationMono-Regular.ttf	1634430121.9214
StimVisualOff	1	34				1634430122.0881
StimVisualOn	1	35	u	center	AlexBrush-Regular.ttf	1634430122.2756
StimVisualOff	1	35				1634430122.4422
StimVisualOn	1	36	C	center	LiberationMono-Regular.ttf	1634430122.6297
StimVisualOff	1	36				1634430122.7964
StimVisualOn	1	37	E	center	LiberationMono-Regular.ttf	1634430122.9839
StimVisualOff	1	37				1634430123.1506
StimVisualOn	1	38	P	center	LiberationMono-Regular.ttf	1634430123.3381
StimVisualOff	1	38				1634430123.5256
StimVisualOn	1	39	O	center	AlexBrush-Regular.ttf	1634430123.7131
StimVisualOff	1	39				1634430123.8798
StimVisualOn	1	40	W	center	LiberationMono-Regular.ttf	1634430124.0673
StimVisualOff	1	40				1634430124.2339
StimVisualOn	1	41	b	center	AlexBrush-Regular.ttf	1634430124.4423
StimVisualOff	1	41				1634430124.6089
