Event	Block	Trial	Stimulus	Position	Font	Time
GrandStart					---	1634491601.1331	
BlockStart	1	0	0		-	1634491604.0451	
Fix	1	0	0		+	1634491604.0938
KeyPress	1	1				1634491604.0417	
StimVisualOn	1	1	A	center	LiberationMono-Regular.ttf	1634491605.6564
StimVisualOff	1	1				1634491605.823
StimVisualOn	1	2	K	center	LiberationMono-Regular.ttf	1634491606.0105
StimVisualOff	1	2				1634491606.1772
StimVisualOn	1	3	Y	center	LiberationMono-Regular.ttf	1634491606.3647
StimVisualOff	1	3				1634491606.5314
StimVisualOn	1	4	G	center	AlexBrush-Regular.ttf	1634491606.7189
StimVisualOff	1	4				1634491606.8855
StimVisualOn	1	5	m	center	AlexBrush-Regular.ttf	1634491607.073
StimVisualOff	1	5				1634491607.2397
StimVisualOn	1	6	R	center	AlexBrush-Regular.ttf	1634491607.4272
StimVisualOff	1	6				1634491607.5939
StimVisualOn	1	7	g	center	AlexBrush-Regular.ttf	1634491607.7814
StimVisualOff	1	7				1634491607.9481
StimVisualOn	1	8	g	center	AlexBrush-Regular.ttf	1634491608.1356
StimVisualOff	1	8				1634491608.3022
StimVisualOn	1	9	l	center	AlexBrush-Regular.ttf	1634491608.4897
StimVisualOff	1	9				1634491608.6564
StimVisualOn	1	10	K	center	AlexBrush-Regular.ttf	1634491608.8439
StimVisualOff	1	10				1634491609.0106
StimVisualOn	1	11	E	center	LiberationMono-Regular.ttf	1634491609.1981
StimVisualOff	1	11				1634491609.3648
StimVisualOn	1	12	x	center	LiberationMono-Regular.ttf	1634491609.5523
StimVisualOff	1	12				1634491609.7189
StimVisualOn	1	13	C	center	AlexBrush-Regular.ttf	1634491609.9064
StimVisualOff	1	13				1634491610.0731
StimVisualOn	1	14	h	center	LiberationMono-Regular.ttf	1634491610.2606
StimVisualOff	1	14				1634491610.4273
StimVisualOn	1	15	A	center	LiberationMono-Regular.ttf	1634491610.6148
StimVisualOff	1	15				1634491610.7814
StimVisualOn	1	16	J	center	LiberationMono-Regular.ttf	1634491610.9689
StimVisualOff	1	16				1634491611.1356
StimVisualOn	1	17	B	center	LiberationMono-Regular.ttf	1634491611.3231
StimVisualOff	1	17				1634491611.4898
StimVisualOn	1	18	p	center	AlexBrush-Regular.ttf	1634491611.6773
StimVisualOff	1	18				1634491611.844
StimVisualOn	1	19	h	center	AlexBrush-Regular.ttf	1634491612.0315
StimVisualOff	1	19				1634491612.1981
StimVisualOn	1	20	M	center	LiberationMono-Regular.ttf	1634491612.3856
StimVisualOff	1	20				1634491612.5523
StimVisualOn	1	21	e	center	LiberationMono-Regular.ttf	1634491612.7398
StimVisualOff	1	21				1634491612.9065
StimVisualOn	1	22	c	center	LiberationMono-Regular.ttf	1634491613.094
StimVisualOff	1	22				1634491613.2606
StimVisualOn	1	23	F	center	AlexBrush-Regular.ttf	1634491613.4482
StimVisualOff	1	23				1634491613.6148
StimVisualOn	1	24	k	center	LiberationMono-Regular.ttf	1634491613.8023
