Event	Block	Trial	Stimulus	Position	Font	Time
GrandStart					---	1634489517.6906	
BlockStart	1	0	0		-	1634489518.7497	
Fix	1	0	0		+	1634489518.789
KeyPress	1	1				1634489518.7467	
StimVisualOn	1	1	A	center	LiberationMono-Regular.ttf	1634489520.3515
StimVisualOff	1	1				1634489520.5182
StimVisualOn	1	2	K	center	LiberationMono-Regular.ttf	1634489520.6849
StimVisualOff	1	2				1634489520.8516
StimVisualOn	1	3	Y	center	LiberationMono-Regular.ttf	1634489521.0391
StimVisualOff	1	3				1634489521.2057
StimVisualOn	1	4	G	center	AlexBrush-Regular.ttf	1634489521.3932
StimVisualOff	1	4				1634489521.5599
StimVisualOn	1	5	m	center	AlexBrush-Regular.ttf	1634489521.7474
StimVisualOff	1	5				1634489521.9141
StimVisualOn	1	6	R	center	AlexBrush-Regular.ttf	1634489522.0807
StimVisualOff	1	6				1634489522.2474
StimVisualOn	1	7	g	center	AlexBrush-Regular.ttf	1634489522.4349
StimVisualOff	1	7				1634489522.6016
StimVisualOn	1	8	g	center	AlexBrush-Regular.ttf	1634489522.7891
StimVisualOff	1	8				1634489522.9558
StimVisualOn	1	9	l	center	AlexBrush-Regular.ttf	1634489523.1433
StimVisualOff	1	9				1634489523.3099
StimVisualOn	1	10	K	center	AlexBrush-Regular.ttf	1634489523.4974
StimVisualOff	1	10				1634489523.6641
StimVisualOn	1	11	E	center	LiberationMono-Regular.ttf	1634489523.8516
StimVisualOff	1	11				1634489524.0183
StimVisualOn	1	12	x	center	LiberationMono-Regular.ttf	1634489524.2058
StimVisualOff	1	12				1634489524.3724
StimVisualOn	1	13	C	center	AlexBrush-Regular.ttf	1634489524.5599
StimVisualOff	1	13				1634489524.7266
StimVisualOn	1	14	h	center	LiberationMono-Regular.ttf	1634489524.9141
StimVisualOff	1	14				1634489525.0808
StimVisualOn	1	15	A	center	LiberationMono-Regular.ttf	1634489525.2683
StimVisualOff	1	15				1634489525.435
StimVisualOn	1	16	J	center	LiberationMono-Regular.ttf	1634489525.6225
StimVisualOff	1	16				1634489525.7891
StimVisualOn	1	17	B	center	LiberationMono-Regular.ttf	1634489525.9766
StimVisualOff	1	17				1634489526.1433
StimVisualOn	1	18	p	center	AlexBrush-Regular.ttf	1634489526.3308
