Event	Block	Trial	Stimulus	Position	Font	Time
GrandStart					---	1634403047.163	
BlockStart	1	0	0		-	1634403047.1695	
Fix	1	1	0		+	1634403047.1979
StimVisualOn	1	1	     a	right	LiberationMono-Regular.ttf	1634403047.8645
StimVisualOff	1	1				1634403047.9895
Fix	1	2	0		+	1634403048.1354
StimVisualOn	1	2	     d	right	LiberationMono-Regular.ttf	1634403048.8021
StimVisualOff	1	2				1634403048.9062
Fix	1	3	0		+	1634403049.0312
StimVisualOn	1	3	     0	right	LiberationMono-Regular.ttf	1634403049.6979
StimVisualOff	1	3				1634403049.8229
Fix	1	4	0		+	1634403049.9687
StimVisualOn	1	4	E     	left	AlexBrush-Regular.ttf	1634403050.6354
StimVisualOff	1	4				1634403050.7604
Fix	1	5	0		+	1634403050.8854
StimVisualOn	1	5	D     	left	LiberationMono-Regular.ttf	1634403051.5521
StimVisualOff	1	5				1634403051.6563
Fix	1	6	0		+	1634403051.7813
StimVisualOn	1	6	     1	right	AlexBrush-Regular.ttf	1634403052.448
StimVisualOff	1	6				1634403052.573
Fix	1	7	0		+	1634403052.698
StimVisualOn	1	7	B     	left	LiberationMono-Regular.ttf	1634403053.3646
StimVisualOff	1	7				1634403053.4896
Fix	1	8	0		+	1634403053.6146
StimVisualOn	1	8	     1	right	LiberationMono-Regular.ttf	1634403054.2605
StimVisualOff	1	8				1634403054.3646
Fix	1	9	0		+	1634403054.4896
