Event	Block	Trial	Stimulus	Position	Font	Time
GrandStart					---	1634379412.9809	
BlockStart	1	0	0		-	1634379412.9885	
Fix	1	1	0		+	1634379413.013
StimVisualOn	1	1	     a	right	LiberationMono-Regular.ttf	1634379413.6588
StimVisualOff	1	1				1634379413.7838
Fix	1	2	0		+	1634379413.9088
StimVisualOn	1	2	     d	right	LiberationMono-Regular.ttf	1634379414.5547
StimVisualOff	1	2				1634379414.6797
Fix	1	3	0		+	1634379414.8047
StimVisualOn	1	3	     0	right	LiberationMono-Regular.ttf	1634379415.4505
StimVisualOff	1	3				1634379415.5755
Fix	1	4	0		+	1634379415.7005
StimVisualOn	1	4	E     	left	AlexBrush-Regular.ttf	1634379416.3464
StimVisualOff	1	4				1634379416.4714
Fix	1	5	0		+	1634379416.5964
StimVisualOn	1	5	D     	left	LiberationMono-Regular.ttf	1634379417.2422
StimVisualOff	1	5				1634379417.3672
Fix	1	6	0		+	1634379417.4922
StimVisualOn	1	6	     1	right	AlexBrush-Regular.ttf	1634379418.1381
StimVisualOff	1	6				1634379418.2631
Fix	1	7	0		+	1634379418.3881
StimVisualOn	1	7	B     	left	LiberationMono-Regular.ttf	1634379419.0339
StimVisualOff	1	7				1634379419.1589
Fix	1	8	0		+	1634379419.2839
StimVisualOn	1	8	     1	right	LiberationMono-Regular.ttf	1634379419.9298
StimVisualOff	1	8				1634379420.0548
Fix	1	9	0		+	1634379420.1798
StimVisualOn	1	9	     E	right	LiberationMono-Regular.ttf	1634379420.8256
StimVisualOff	1	9				1634379420.9506
Fix	1	10	0		+	1634379421.0756
StimVisualOn	1	10	     1	right	LiberationMono-Regular.ttf	1634379421.7215
StimVisualOff	1	10				1634379421.8465
Fix	1	11	0		+	1634379421.9715
StimVisualOn	1	11	1     	left	AlexBrush-Regular.ttf	1634379422.6173
StimVisualOff	1	11				1634379422.7423
Fix	1	12	0		+	1634379422.8673
StimVisualOn	1	12	C     	left	AlexBrush-Regular.ttf	1634379423.5132
StimVisualOff	1	12				1634379423.6382
Fix	1	13	0		+	1634379423.7632
StimVisualOn	1	13	     1	right	LiberationMono-Regular.ttf	1634379424.409
StimVisualOff	1	13				1634379424.534
Fix	1	14	0		+	1634379424.659
StimVisualOn	1	14	b     	left	LiberationMono-Regular.ttf	1634379425.3049
StimVisualOff	1	14				1634379425.4299
