Event	Block	Trial	Stimulus	Position	Font	Time
GrandStart					---	1634420554.9497	
BlockStart	1	0	0		-	1634420556.4383	
Fix	1	0	0		+	1634420556.4871
StimVisualOn	1	1	A	center	LiberationMono-Regular.ttf	1634420558.0288
StimVisualOff	1	1				1634420558.1538
StimVisualOn	1	2	K	center	LiberationMono-Regular.ttf	1634420558.2788
StimVisualOff	1	2				1634420558.3829
StimVisualOn	1	3	Y	center	LiberationMono-Regular.ttf	1634420558.508
StimVisualOff	1	3				1634420558.633
StimVisualOn	1	4	G	center	AlexBrush-Regular.ttf	1634420558.758
StimVisualOff	1	4				1634420558.8621
StimVisualOn	1	5	m	center	AlexBrush-Regular.ttf	1634420558.9871
StimVisualOff	1	5				1634420559.1121
StimVisualOn	1	6	R	center	AlexBrush-Regular.ttf	1634420559.258
StimVisualOff	1	6				1634420559.383
StimVisualOn	1	7	g	center	AlexBrush-Regular.ttf	1634420559.508
StimVisualOff	1	7				1634420559.633
StimVisualOn	1	8	g	center	AlexBrush-Regular.ttf	1634420559.7788
StimVisualOff	1	8				1634420559.883
StimVisualOn	1	9	l	center	AlexBrush-Regular.ttf	1634420560.008
StimVisualOff	1	9				1634420560.1121
StimVisualOn	1	10	K	center	AlexBrush-Regular.ttf	1634420560.258
StimVisualOff	1	10				1634420560.383
StimVisualOn	1	11	E	center	LiberationMono-Regular.ttf	1634420560.5288
StimVisualOff	1	11				1634420560.6538
StimVisualOn	1	12	x	center	LiberationMono-Regular.ttf	1634420560.7997
StimVisualOff	1	12				1634420560.9247
StimVisualOn	1	13	C	center	AlexBrush-Regular.ttf	1634420561.0705
StimVisualOff	1	13				1634420561.1955
StimVisualOn	1	14	h	center	LiberationMono-Regular.ttf	1634420561.3205
StimVisualOff	1	14				1634420561.4247
StimVisualOn	1	15	A	center	LiberationMono-Regular.ttf	1634420561.5497
StimVisualOff	1	15				1634420561.6747
StimVisualOn	1	16	J	center	LiberationMono-Regular.ttf	1634420561.8205
StimVisualOff	1	16				1634420561.9455
StimVisualOn	1	17	B	center	LiberationMono-Regular.ttf	1634420562.0913
StimVisualOff	1	17				1634420562.2163
StimVisualOn	1	18	p	center	AlexBrush-Regular.ttf	1634420562.3414
StimVisualOff	1	18				1634420562.4455
StimVisualOn	1	19	h	center	AlexBrush-Regular.ttf	1634420562.5705
StimVisualOff	1	19				1634420562.6747
StimVisualOn	1	20	M	center	LiberationMono-Regular.ttf	1634420562.7997
StimVisualOff	1	20				1634420562.9247
StimVisualOn	1	21	e	center	LiberationMono-Regular.ttf	1634420563.0705
StimVisualOff	1	21				1634420563.1955
StimVisualOn	1	22	c	center	LiberationMono-Regular.ttf	1634420563.3205
StimVisualOff	1	22				1634420563.4455
StimVisualOn	1	23	F	center	AlexBrush-Regular.ttf	1634420563.5914
StimVisualOff	1	23				1634420563.7164
StimVisualOn	1	24	k	center	LiberationMono-Regular.ttf	1634420563.8414
StimVisualOff	1	24				1634420563.9664
StimVisualOn	1	25	e	center	AlexBrush-Regular.ttf	1634420564.1122
StimVisualOff	1	25				1634420564.2372
StimVisualOn	1	26	O	center	AlexBrush-Regular.ttf	1634420564.3831
StimVisualOff	1	26				1634420564.508
StimVisualOn	1	27	T	center	LiberationMono-Regular.ttf	1634420564.6331
StimVisualOff	1	27				1634420564.7581
StimVisualOn	1	28	P	center	LiberationMono-Regular.ttf	1634420564.8831
StimVisualOff	1	28				1634420564.9872
StimVisualOn	1	29	D	center	LiberationMono-Regular.ttf	1634420565.1122
StimVisualOff	1	29				1634420565.2372
StimVisualOn	1	30	u	center	AlexBrush-Regular.ttf	1634420565.3831
StimVisualOff	1	30				1634420565.5081
StimVisualOn	1	31	C	center	LiberationMono-Regular.ttf	1634420565.6539
StimVisualOff	1	31				1634420565.7789
StimVisualOn	1	32	E	center	LiberationMono-Regular.ttf	1634420565.9039
StimVisualOff	1	32				1634420566.0289
StimVisualOn	1	33	P	center	LiberationMono-Regular.ttf	1634420566.1747
StimVisualOff	1	33				1634420566.2997
StimVisualOn	1	34	O	center	AlexBrush-Regular.ttf	1634420566.4456
StimVisualOff	1	34				1634420566.5706
StimVisualOn	1	35	W	center	LiberationMono-Regular.ttf	1634420566.6956
StimVisualOff	1	35				1634420566.8206
StimVisualOn	1	36	3	center	LiberationMono-Regular.ttf	1634420566.9664
StimVisualOff	1	36				1634420567.0914
StimVisualOn	1	37	b	center	AlexBrush-Regular.ttf	1634420567.2373
StimVisualOff	1	37				1634420567.3623
StimVisualOn	1	38	j	center	AlexBrush-Regular.ttf	1634420567.5081
StimVisualOff	1	38				1634420567.6331
StimVisualOn	1	39	f	center	AlexBrush-Regular.ttf	1634420567.7789
StimVisualOff	1	39				1634420567.8831
StimVisualOn	1	40	G	center	AlexBrush-Regular.ttf	1634420568.0081
StimVisualOff	1	40				1634420568.1331
StimVisualOn	1	41	k	center	LiberationMono-Regular.ttf	1634420568.2789
StimVisualOff	1	41				1634420568.404
StimVisualOn	1	42	q	center	LiberationMono-Regular.ttf	1634420568.529
StimVisualOff	1	42				1634420568.654
StimVisualOn	1	43	N	center	AlexBrush-Regular.ttf	1634420568.779
StimVisualOff	1	43				1634420568.904
StimVisualOn	1	44	J	center	LiberationMono-Regular.ttf	1634420569.0498
StimVisualOff	1	44				1634420569.154
StimVisualOn	1	45	t	center	LiberationMono-Regular.ttf	1634420569.279
StimVisualOff	1	45				1634420569.3831
StimVisualOn	1	46	y	center	LiberationMono-Regular.ttf	1634420569.5081
StimVisualOff	1	46				1634420569.6331
StimVisualOn	1	47	J	center	LiberationMono-Regular.ttf	1634420569.779
StimVisualOff	1	47				1634420569.8831
StimVisualOn	1	48	B	center	AlexBrush-Regular.ttf	1634420570.0081
StimVisualOff	1	48				1634420570.1123
StimVisualOn	1	49	V	center	AlexBrush-Regular.ttf	1634420570.2581
StimVisualOff	1	49				1634420570.3832
StimVisualOn	1	50	C	center	LiberationMono-Regular.ttf	1634420570.529
StimVisualOff	1	50				1634420570.654
StimVisualOn	1	51	S	center	LiberationMono-Regular.ttf	1634420570.7998
StimVisualOff	1	51				1634420570.904
StimVisualOn	1	52	T	center	AlexBrush-Regular.ttf	1634420571.029
StimVisualOff	1	52				1634420571.154
StimVisualOn	1	53	B	center	AlexBrush-Regular.ttf	1634420571.279
StimVisualOff	1	53				1634420571.404
StimVisualOn	1	54	V	center	AlexBrush-Regular.ttf	1634420571.5498
StimVisualOff	1	54				1634420571.6748
StimVisualOn	1	55	P	center	LiberationMono-Regular.ttf	1634420571.8207
StimVisualOff	1	55				1634420571.9248
StimVisualOn	1	56	L	center	LiberationMono-Regular.ttf	1634420572.0498
StimVisualOff	1	56				1634420572.1748
StimVisualOn	1	57	b	center	AlexBrush-Regular.ttf	1634420572.3207
StimVisualOff	1	57				1634420572.4457
StimVisualOn	1	58	w	center	AlexBrush-Regular.ttf	1634420572.5915
StimVisualOff	1	58				1634420572.7165
StimVisualOn	1	59	U	center	LiberationMono-Regular.ttf	1634420572.8624
StimVisualOff	1	59				1634420572.9874
StimVisualOn	1	60	y	center	LiberationMono-Regular.ttf	1634420573.1124
StimVisualOff	1	60				1634420573.2374
StimVisualOn	1	61	G	center	LiberationMono-Regular.ttf	1634420573.3624
StimVisualOff	1	61				1634420573.4874
StimVisualOn	1	62	v	center	LiberationMono-Regular.ttf	1634420573.6332
StimVisualOff	1	62				1634420573.7582
StimVisualOn	1	63	b	center	AlexBrush-Regular.ttf	1634420573.8832
StimVisualOff	1	63				1634420573.9874
StimVisualOn	1	64	B	center	LiberationMono-Regular.ttf	1634420574.1124
StimVisualOff	1	64				1634420574.2374
StimVisualOn	1	65	H	center	LiberationMono-Regular.ttf	1634420574.3832
StimVisualOff	1	65				1634420574.4874
StimVisualOn	1	66	i	center	LiberationMono-Regular.ttf	1634420574.6124
StimVisualOff	1	66				1634420574.7374
StimVisualOn	1	67	C	center	AlexBrush-Regular.ttf	1634420574.8624
StimVisualOff	1	67				1634420574.9874
StimVisualOn	1	68	p	center	LiberationMono-Regular.ttf	1634420575.1332
StimVisualOff	1	68				1634420575.2582
StimVisualOn	1	69	l	center	LiberationMono-Regular.ttf	1634420575.3832
StimVisualOff	1	69				1634420575.4874
StimVisualOn	1	70	6	center	LiberationMono-Regular.ttf	1634420575.6124
StimVisualOff	1	70				1634420575.7166
StimVisualOn	1	71	k	center	AlexBrush-Regular.ttf	1634420575.8416
StimVisualOff	1	71				1634420575.9666
StimVisualOn	1	72	Y	center	LiberationMono-Regular.ttf	1634420576.0916
StimVisualOff	1	72				1634420576.1957
StimVisualOn	1	73	a	center	AlexBrush-Regular.ttf	1634420576.3208
StimVisualOff	1	73				1634420576.4458
StimVisualOn	1	74	T	center	AlexBrush-Regular.ttf	1634420576.5916
StimVisualOff	1	74				1634420576.7166
StimVisualOn	1	75	c	center	AlexBrush-Regular.ttf	1634420576.8416
StimVisualOff	1	75				1634420576.9666
StimVisualOn	1	76	W	center	LiberationMono-Regular.ttf	1634420577.0916
StimVisualOff	1	76				1634420577.2166
StimVisualOn	1	77	l	center	LiberationMono-Regular.ttf	1634420577.3624
StimVisualOff	1	77				1634420577.4666
StimVisualOn	1	78	J	center	AlexBrush-Regular.ttf	1634420577.5916
StimVisualOff	1	78				1634420577.6958
