Event	Block	Trial	Stimulus	Position	Font	Time
GrandStart					---	1634489641.8137	
BlockStart	1	0	0		-	1634489642.9016	
Fix	1	0	0		+	1634489642.9369
KeyPress	1	1				1634489642.8985	
StimVisualOn	1	1	A	center	LiberationMono-Regular.ttf	1634489644.4994
StimVisualOff	1	1				1634489644.6661
StimVisualOn	1	2	K	center	LiberationMono-Regular.ttf	1634489644.8536
StimVisualOff	1	2				1634489645.0202
StimVisualOn	1	3	Y	center	LiberationMono-Regular.ttf	1634489645.2077
StimVisualOff	1	3				1634489645.3744
StimVisualOn	1	4	G	center	AlexBrush-Regular.ttf	1634489645.5619
StimVisualOff	1	4				1634489645.7286
StimVisualOn	1	5	m	center	AlexBrush-Regular.ttf	1634489645.9161
StimVisualOff	1	5				1634489646.0828
StimVisualOn	1	6	R	center	AlexBrush-Regular.ttf	1634489646.2703
StimVisualOff	1	6				1634489646.4369
StimVisualOn	1	7	g	center	AlexBrush-Regular.ttf	1634489646.6244
StimVisualOff	1	7				1634489646.7911
StimVisualOn	1	8	g	center	AlexBrush-Regular.ttf	1634489646.9786
StimVisualOff	1	8				1634489647.1453
StimVisualOn	1	9	l	center	AlexBrush-Regular.ttf	1634489647.3328
StimVisualOff	1	9				1634489647.4994
StimVisualOn	1	10	K	center	AlexBrush-Regular.ttf	1634489647.6869
StimVisualOff	1	10				1634489647.8536
StimVisualOn	1	11	E	center	LiberationMono-Regular.ttf	1634489648.0411
StimVisualOff	1	11				1634489648.2078
StimVisualOn	1	12	x	center	LiberationMono-Regular.ttf	1634489648.3953
StimVisualOff	1	12				1634489648.562
StimVisualOn	1	13	C	center	AlexBrush-Regular.ttf	1634489648.7495
StimVisualOff	1	13				1634489648.9161
StimVisualOn	1	14	h	center	LiberationMono-Regular.ttf	1634489649.1036
StimVisualOff	1	14				1634489649.2703
StimVisualOn	1	15	A	center	LiberationMono-Regular.ttf	1634489649.4578
StimVisualOff	1	15				1634489649.6245
StimVisualOn	1	16	J	center	LiberationMono-Regular.ttf	1634489649.812
StimVisualOff	1	16				1634489649.9787
StimVisualOn	1	17	B	center	LiberationMono-Regular.ttf	1634489650.1662
StimVisualOff	1	17				1634489650.3328
StimVisualOn	1	18	p	center	AlexBrush-Regular.ttf	1634489650.5203
StimVisualOff	1	18				1634489650.687
StimVisualOn	1	19	h	center	AlexBrush-Regular.ttf	1634489650.8745
StimVisualOff	1	19				1634489651.0412
StimVisualOn	1	20	M	center	LiberationMono-Regular.ttf	1634489651.2287
StimVisualOff	1	20				1634489651.3953
StimVisualOn	1	21	e	center	LiberationMono-Regular.ttf	1634489651.5828
StimVisualOff	1	21				1634489651.7495
StimVisualOn	1	22	c	center	LiberationMono-Regular.ttf	1634489651.937
StimVisualOff	1	22				1634489652.1037
StimVisualOn	1	23	F	center	AlexBrush-Regular.ttf	1634489652.2912
StimVisualOff	1	23				1634489652.4579
StimVisualOn	1	24	k	center	LiberationMono-Regular.ttf	1634489652.6454
StimVisualOff	1	24				1634489652.812
StimVisualOn	1	25	2	center	LiberationMono-Regular.ttf	1634489652.9995
StimVisualOff	1	25				1634489653.1662
StimVisualOn	1	26	p	center	AlexBrush-Regular.ttf	1634489653.3537
StimVisualOff	1	26				1634489653.5204
StimVisualOn	1	27	L	center	AlexBrush-Regular.ttf	1634489653.7079
StimVisualOff	1	27				1634489653.8745
StimVisualOn	1	28	e	center	AlexBrush-Regular.ttf	1634489654.0621
StimVisualOff	1	28				1634489654.2287
StimVisualOn	1	29	O	center	AlexBrush-Regular.ttf	1634489654.4162
StimVisualOff	1	29				1634489654.5829
StimVisualOn	1	30	T	center	LiberationMono-Regular.ttf	1634489654.7704
StimVisualOff	1	30				1634489654.9371
StimVisualOn	1	31	P	center	LiberationMono-Regular.ttf	1634489655.1246
StimVisualOff	1	31				1634489655.2912
StimVisualOn	1	32	D	center	LiberationMono-Regular.ttf	1634489655.4787
StimVisualOff	1	32				1634489655.6454
StimVisualOn	1	33	u	center	AlexBrush-Regular.ttf	1634489655.8329
StimVisualOff	1	33				1634489655.9996
StimVisualOn	1	34	C	center	LiberationMono-Regular.ttf	1634489656.1871
StimVisualOff	1	34				1634489656.3538
StimVisualOn	1	35	E	center	LiberationMono-Regular.ttf	1634489656.5413
StimVisualOff	1	35				1634489656.7079
StimVisualOn	1	36	P	center	LiberationMono-Regular.ttf	1634489656.8954
StimVisualOff	1	36				1634489657.0621
StimVisualOn	1	37	O	center	AlexBrush-Regular.ttf	1634489657.2496
StimVisualOff	1	37				1634489657.4163
StimVisualOn	1	38	W	center	LiberationMono-Regular.ttf	1634489657.6038
StimVisualOff	1	38				1634489657.7705
StimVisualOn	1	39	b	center	AlexBrush-Regular.ttf	1634489657.958
StimVisualOff	1	39				1634489658.1246
StimVisualOn	1	40	j	center	AlexBrush-Regular.ttf	1634489658.3121
StimVisualOff	1	40				1634489658.4788
StimVisualOn	1	41	f	center	AlexBrush-Regular.ttf	1634489658.6663
StimVisualOff	1	41				1634489658.833
StimVisualOn	1	42	G	center	AlexBrush-Regular.ttf	1634489659.0205
StimVisualOff	1	42				1634489659.1871
StimVisualOn	1	43	4	center	LiberationMono-Regular.ttf	1634489659.3746
StimVisualOff	1	43				1634489659.5413
StimVisualOn	1	44	J	center	LiberationMono-Regular.ttf	1634489659.7288
StimVisualOff	1	44				1634489659.8955
StimVisualOn	1	45	f	center	LiberationMono-Regular.ttf	1634489660.083
StimVisualOff	1	45				1634489660.2497
StimVisualOn	1	46	k	center	LiberationMono-Regular.ttf	1634489660.4372
StimVisualOff	1	46				1634489660.6038
StimVisualOn	1	47	q	center	LiberationMono-Regular.ttf	1634489660.7913
StimVisualOff	1	47				1634489660.958
StimVisualOn	1	48	N	center	AlexBrush-Regular.ttf	1634489661.1455
StimVisualOff	1	48				1634489661.3122
StimVisualOn	1	49	J	center	LiberationMono-Regular.ttf	1634489661.4997
StimVisualOff	1	49				1634489661.6663
StimVisualOn	1	50	t	center	LiberationMono-Regular.ttf	1634489661.8539
StimVisualOff	1	50				1634489662.0205
StimVisualOn	1	51	y	center	LiberationMono-Regular.ttf	1634489662.208
StimVisualOff	1	51				1634489662.3747
StimVisualOn	1	52	J	center	LiberationMono-Regular.ttf	1634489662.5622
StimVisualOff	1	52				1634489662.7289
StimVisualOn	1	53	B	center	AlexBrush-Regular.ttf	1634489662.9164
StimVisualOff	1	53				1634489663.083
