Event	Block	Trial	Stimulus	Position	Font	Time
GrandStart					---	1634402488.7815	
BlockStart	1	0	0		-	1634402488.7912	
Fix	1	1	0		+	1634402488.8136
StimVisualOn	1	1	     a	right	LiberationMono-Regular.ttf	1634402489.4802
StimVisualOff	1	1				1634402489.6052
Fix	1	2	0		+	1634402489.7302
StimVisualOn	1	2	     d	right	LiberationMono-Regular.ttf	1634402490.3969
StimVisualOff	1	2				1634402490.5011
Fix	1	3	0		+	1634402490.6261
StimVisualOn	1	3	     0	right	LiberationMono-Regular.ttf	1634402491.2928
StimVisualOff	1	3				1634402491.4178
Fix	1	4	0		+	1634402491.5636
StimVisualOn	1	4	E     	left	AlexBrush-Regular.ttf	1634402492.2303
StimVisualOff	1	4				1634402492.3345
Fix	1	5	0		+	1634402492.4803
StimVisualOn	1	5	D     	left	LiberationMono-Regular.ttf	1634402493.147
StimVisualOff	1	5				1634402493.272
Fix	1	6	0		+	1634402493.397
StimVisualOn	1	6	     1	right	AlexBrush-Regular.ttf	1634402494.0637
StimVisualOff	1	6				1634402494.1678
Fix	1	7	0		+	1634402494.2928
StimVisualOn	1	7	B     	left	LiberationMono-Regular.ttf	1634402494.9595
StimVisualOff	1	7				1634402495.0637
Fix	1	8	0		+	1634402495.1887
StimVisualOn	1	8	     1	right	LiberationMono-Regular.ttf	1634402495.8553
StimVisualOff	1	8				1634402495.9803
Fix	1	9	0		+	1634402496.1053
StimVisualOn	1	9	     E	right	LiberationMono-Regular.ttf	1634402496.772
StimVisualOff	1	9				1634402496.897
Fix	1	10	0		+	1634402497.022
StimVisualOn	1	10	     1	right	LiberationMono-Regular.ttf	1634402497.6887
StimVisualOff	1	10				1634402497.7929
Fix	1	11	0		+	1634402497.9179
StimVisualOn	1	11	1     	left	AlexBrush-Regular.ttf	1634402498.5846
StimVisualOff	1	11				1634402498.6887
Fix	1	12	0		+	1634402498.8137
StimVisualOn	1	12	C     	left	AlexBrush-Regular.ttf	1634402499.4804
StimVisualOff	1	12				1634402499.5846
Fix	1	13	0		+	1634402499.7096
StimVisualOn	1	13	     1	right	LiberationMono-Regular.ttf	1634402500.3763
StimVisualOff	1	13				1634402500.4804
Fix	1	14	0		+	1634402500.6054
StimVisualOn	1	14	b     	left	LiberationMono-Regular.ttf	1634402501.2721
StimVisualOff	1	14				1634402501.3971
Fix	1	15	0		+	1634402501.5221
StimVisualOn	1	15	1     	left	LiberationMono-Regular.ttf	1634402502.1888
StimVisualOff	1	15				1634402502.293
Fix	1	16	0		+	1634402502.418
StimVisualOn	1	16	     1	right	AlexBrush-Regular.ttf	1634402503.0846
StimVisualOff	1	16				1634402503.2096
Fix	1	17	0		+	1634402503.3346
StimVisualOn	1	17	b     	left	AlexBrush-Regular.ttf	1634402504.0013
StimVisualOff	1	17				1634402504.1055
Fix	1	18	0		+	1634402504.2305
StimVisualOn	1	18	     1	right	AlexBrush-Regular.ttf	1634402504.8972
StimVisualOff	1	18				1634402505.0222
Fix	1	19	0		+	1634402505.1472
StimVisualOn	1	19	     B	right	LiberationMono-Regular.ttf	1634402505.8138
StimVisualOff	1	19				1634402505.918
Fix	1	20	0		+	1634402506.043
StimVisualOn	1	20	2     	left	AlexBrush-Regular.ttf	1634402506.7097
StimVisualOff	1	20				1634402506.8347
Fix	1	21	0		+	1634402506.9597
StimVisualOn	1	21	     2	right	LiberationMono-Regular.ttf	1634402507.6264
StimVisualOff	1	21				1634402507.7514
Fix	1	22	0		+	1634402507.8764
StimVisualOn	1	22	     b	right	LiberationMono-Regular.ttf	1634402508.5431
StimVisualOff	1	22				1634402508.6472
Fix	1	23	0		+	1634402508.7722
StimVisualOn	1	23	     1	right	LiberationMono-Regular.ttf	1634402509.4389
StimVisualOff	1	23				1634402509.5431
Fix	1	24	0		+	1634402509.6681
