Event	Block	Trial	Stimulus	Position	Font	Time
GrandStart					---	1634418805.4408	
BlockStart	1	0	0		-	1634418810.8335	
Fix	1	0	0		+	1634418810.8742
StimVisualOn	1	1	A	center	LiberationMono-Regular.ttf	1634418810.9367
StimVisualOff	1	1				1634418811.0409
StimVisualOn	1	2	K	center	LiberationMono-Regular.ttf	1634418811.1659
StimVisualOff	1	2				1634418811.27
StimVisualOn	1	3	Y	center	LiberationMono-Regular.ttf	1634418811.395
StimVisualOff	1	3				1634418811.4992
StimVisualOn	1	4	G	center	AlexBrush-Regular.ttf	1634418811.6242
StimVisualOff	1	4				1634418811.7492
StimVisualOn	1	5	m	center	AlexBrush-Regular.ttf	1634418811.895
StimVisualOff	1	5				1634418812.02
StimVisualOn	1	6	R	center	AlexBrush-Regular.ttf	1634418812.1659
StimVisualOff	1	6				1634418812.2909
StimVisualOn	1	7	g	center	AlexBrush-Regular.ttf	1634418812.4159
StimVisualOff	1	7				1634418812.5409
StimVisualOn	1	8	g	center	AlexBrush-Regular.ttf	1634418812.6867
StimVisualOff	1	8				1634418812.8117
StimVisualOn	1	9	l	center	AlexBrush-Regular.ttf	1634418812.9576
StimVisualOff	1	9				1634418813.0617
StimVisualOn	1	10	K	center	AlexBrush-Regular.ttf	1634418813.1867
StimVisualOff	1	10				1634418813.2909
StimVisualOn	1	11	E	center	LiberationMono-Regular.ttf	1634418813.4159
StimVisualOff	1	11				1634418813.5409
StimVisualOn	1	12	x	center	LiberationMono-Regular.ttf	1634418813.6867
StimVisualOff	1	12				1634418813.8117
StimVisualOn	1	13	C	center	AlexBrush-Regular.ttf	1634418813.9576
StimVisualOff	1	13				1634418814.0826
StimVisualOn	1	14	h	center	LiberationMono-Regular.ttf	1634418814.2284
StimVisualOff	1	14				1634418814.3534
StimVisualOn	1	15	A	center	LiberationMono-Regular.ttf	1634418814.4784
StimVisualOff	1	15				1634418814.6034
StimVisualOn	1	16	J	center	LiberationMono-Regular.ttf	1634418814.7284
StimVisualOff	1	16				1634418814.8326
StimVisualOn	1	17	B	center	LiberationMono-Regular.ttf	1634418814.9576
StimVisualOff	1	17				1634418815.0826
StimVisualOn	1	18	p	center	AlexBrush-Regular.ttf	1634418815.2284
StimVisualOff	1	18				1634418815.3534
StimVisualOn	1	19	h	center	AlexBrush-Regular.ttf	1634418815.4784
StimVisualOff	1	19				1634418815.6034
StimVisualOn	1	20	M	center	LiberationMono-Regular.ttf	1634418815.7284
StimVisualOff	1	20				1634418815.8534
StimVisualOn	1	21	e	center	LiberationMono-Regular.ttf	1634418815.9993
StimVisualOff	1	21				1634418816.1034
StimVisualOn	1	22	c	center	LiberationMono-Regular.ttf	1634418816.2285
StimVisualOff	1	22				1634418816.3535
StimVisualOn	1	23	F	center	AlexBrush-Regular.ttf	1634418816.4993
StimVisualOff	1	23				1634418816.6243
StimVisualOn	1	24	k	center	LiberationMono-Regular.ttf	1634418816.7701
StimVisualOff	1	24				1634418816.8951
StimVisualOn	1	25	e	center	AlexBrush-Regular.ttf	1634418817.041
StimVisualOff	1	25				1634418817.166
StimVisualOn	1	26	O	center	AlexBrush-Regular.ttf	1634418817.3118
StimVisualOff	1	26				1634418817.4368
StimVisualOn	1	27	T	center	LiberationMono-Regular.ttf	1634418817.5826
StimVisualOff	1	27				1634418817.7076
StimVisualOn	1	28	P	center	LiberationMono-Regular.ttf	1634418817.8535
StimVisualOff	1	28				1634418817.9785
StimVisualOn	1	29	D	center	LiberationMono-Regular.ttf	1634418818.1035
StimVisualOff	1	29				1634418818.2077
StimVisualOn	1	30	u	center	AlexBrush-Regular.ttf	1634418818.3327
StimVisualOff	1	30				1634418818.4368
StimVisualOn	1	31	C	center	LiberationMono-Regular.ttf	1634418818.5618
StimVisualOff	1	31				1634418818.666
StimVisualOn	1	32	E	center	LiberationMono-Regular.ttf	1634418818.791
StimVisualOff	1	32				1634418818.8952
StimVisualOn	1	33	P	center	LiberationMono-Regular.ttf	1634418819.0202
StimVisualOff	1	33				1634418819.1452
StimVisualOn	1	34	O	center	AlexBrush-Regular.ttf	1634418819.291
StimVisualOff	1	34				1634418819.3952
StimVisualOn	1	35	W	center	LiberationMono-Regular.ttf	1634418819.5202
StimVisualOff	1	35				1634418819.6243
StimVisualOn	1	36	3	center	LiberationMono-Regular.ttf	1634418819.7702
StimVisualOff	1	36				1634418819.8952
StimVisualOn	1	37	b	center	AlexBrush-Regular.ttf	1634418820.041
StimVisualOff	1	37				1634418820.1452
StimVisualOn	1	38	j	center	AlexBrush-Regular.ttf	1634418820.2702
StimVisualOff	1	38				1634418820.3744
StimVisualOn	1	39	f	center	AlexBrush-Regular.ttf	1634418820.4994
StimVisualOff	1	39				1634418820.6244
StimVisualOn	1	40	G	center	AlexBrush-Regular.ttf	1634418820.7494
StimVisualOff	1	40				1634418820.8744
StimVisualOn	1	41	k	center	LiberationMono-Regular.ttf	1634418820.9994
